Season,Name,Team,PA,WAR,playerid
1921,Dutch Ruether,Robins,103,1.3,1011291
1999,John Valentin,Red Sox,503,1.3,1375
1910,Wid Conroy,Senators,395,1.3,1002544
1992,Dave Valle,Mariners,410,1.3,1013333
1997,Mark Smith,Pirates,222,1.3,540
1937,Phil Cavarretta,Cubs,366,1.3,1002093
2008,Maicer Izturis,Angels,321,1.3,2437
2007,Corey Patterson,Orioles,503,1.3,300
1992,Dean Palmer,Rangers,613,1.3,482
2000,Eric Davis,Cardinals,293,1.3,1003048
1898,Tommy Tucker,- - -,591,1.3,1013213
1978,Hal McRae,Royals,692,1.3,1008687
1976,Dave Chalk,Angels,512,1.3,1002114
1994,Alex Cole,Twins,398,1.3,1002411
1909,Dode Paskert,Reds,369,1.3,1010042
2006,Geoff Jenkins,Brewers,555,1.3,690
2008,Orlando Hudson,Diamondbacks,455,1.3,1307
2001,Erubiel Durazo,Diamondbacks,207,1.3,1413
1898,Harry Davis,- - -,392,1.3,1003053
1966,Andy Etchebarren,Orioles,458,1.3,1003845
1991,Bill Doran,Reds,410,1.3,1003406
1991,Mark Whiten,- - -,445,1.3,1013886
1981,Rusty Staub,Mets,186,1.3,1012440
2016,Melvin Upton Jr.,- - -,539,1.3,5015
2014,Joe Panik,Giants,287,1.3,11936
1916,Paddy Baumann,Yankees,266,1.3,1000684
1949,Jeff Heath,Braves,126,1.3,1005560
2004,Craig Counsell,Brewers,551,1.3,52
1993,Harold Reynolds,Orioles,570,1.3,1010870
1995,Keith Lockhart,Royals,300,1.3,1380
2014,Marwin Gonzalez,Astros,310,1.3,5497
1933,Jimmie Dykes,White Sox,641,1.3,1003617
2014,Charlie Blackmon,Rockies,648,1.3,7859
2008,Prince Fielder,Brewers,694,1.3,4613
1900,Bones Ely,Pirates,503,1.3,1003761
2013,Zack Greinke,Dodgers,72,1.3,1943
1908,Al Burch,Superbas,500,1.3,1001656
2002,Tino Martinez,Cardinals,576,1.3,1168
1982,Bob Brenly,Giants,202,1.3,1001386
1942,Danny Litwhiler,Phillies,627,1.3,1007670
2016,Josh Reddick,- - -,439,1.3,3892
1969,Blue Moon Odom,Athletics,90,1.3,1009726
1958,Bobby Avila,Indians,445,1.3,1000380
1946,Bama Rowell,Braves,329,1.3,1011257
1899,Pop Schriver,Pirates,340,1.3,1011616
1960,Gene Stephens,- - -,346,1.3,1012493
1968,Bill Sudakis,Dodgers,102,1.3,1012668
2016,Jayson Werth,Nationals,606,1.3,1327
2001,Mike Darr,Padres,331,1.3,1002993
2010,Jason Bay,Mets,401,1.3,1717
1917,Del Pratt,Browns,499,1.3,1010512
1921,Nemo Leibold,Red Sox,525,1.3,1007491
2001,Dmitri Young,Reds,586,1.3,505
1953,Don Bollweg,Yankees,178,1.3,1001151
1927,Marty McManus,Tigers,422,1.3,1008637
1872,Levi Meyerle,Athletics,146,1.3,1008830
1979,John Stearns,Mets,602,1.3,1012446
2000,Ricky Gutierrez,Cubs,542,1.3,387
1995,Lyle Mouton,White Sox,201,1.3,1009269
1938,Sam West,- - -,567,1.3,1013813
1920,Burleigh Grimes,Robins,126,1.3,1005061
1930,Johnny Watwood,White Sox,496,1.3,1013686
1954,Sam Dente,Indians,194,1.3,1003214
1960,Dick Stuart,Pirates,483,1.3,1012639
1961,Carl Sawatski,Cardinals,200,1.3,1011475
1930,Jimmie Reese,Yankees,203,1.3,1010775
1923,Gabby Hartnett,Cubs,263,1.3,1005458
2004,Craig Biggio,Astros,700,1.3,549
1963,Daryl Spencer,- - -,205,1.3,1012321
2011,Nate Schierholtz,Giants,362,1.3,6201
1966,Eddie Bressoud,Mets,464,1.3,1001397
1909,George Stone,Browns,350,1.3,1012564
1871,George Wright,Red Stockings,86,1.3,1014277
1937,Hersh Martin,Phillies,654,1.3,1008169
2018,Jorge Polanco,Twins,333,1.3,13152
1929,Fresco Thompson,Phillies,715,1.3,1013008
2005,Sean Casey,Reds,587,1.3,314
2007,Tony Pena,Royals,536,1.3,2240
1910,Rollie Zeider,White Sox,581,1.3,1014428
2001,Aaron Rowand,White Sox,148,1.3,254
1958,Jim Lemon,Senators,555,1.3,1007520
1962,Luis Aparicio,White Sox,622,1.3,1000278
1951,Willard Marshall,Braves,523,1.3,1008148
1986,Jack Howell,Angels,175,1.3,1006099
1999,Darren Lewis,Red Sox,538,1.3,286
1872,Doug Allison,- - -,196,1.3,1000168
1883,Ed Whiting,Eclipse,249,1.3,1013900
2016,Adrian Gonzalez,Dodgers,633,1.3,1908
1944,Ford Garrison,- - -,547,1.3,1004550
1989,Damon Berryhill,Cubs,361,1.3,1000904
1936,Frankie Pytlak,Indians,255,1.3,1010585
1968,Earl Wilson,Tigers,92,1.3,1014073
1979,Frank White,Royals,503,1.3,1013872
1976,Willie Stargell,Pirates,487,1.3,1012426
2002,Jason LaRue,Reds,397,1.3,337
1947,Eddie Mayo,Tigers,595,1.3,1008307
1999,Lee Stevens,Rangers,576,1.3,796
1965,Jerry Lumpe,Tigers,575,1.3,1007832
2015,Brad Miller,Mariners,497,1.3,12775
1962,Jim Hickman,Mets,452,1.3,1005777
2010,Seth Smith,Rockies,398,1.3,7331
1916,Buck Weaver,White Sox,669,1.3,1013694
1949,Wes Westrum,Giants,209,1.3,1013812
2004,Junior Spivey,Brewers,263,1.3,74
2011,Ike Davis,Mets,149,1.3,8433
1915,Milt Stock,Phillies,254,1.3,1012551
1894,Charlie Irwin,Colts,570,1.3,1006278
1914,George Mullin,Hoosiers,93,1.3,1009302
1985,Jerry Willard,Indians,334,1.3,1013963
1988,Rich Gedman,Red Sox,332,1.3,1004592
1898,Jack Clements,Browns,371,1.3,1002338
1982,Mike Hargrove,Indians,705,1.3,1005361
1976,Merv Rettenmund,Padres,172,1.3,1010846
1968,Bobby Cox,Yankees,490,1.3,1002693
1989,Felix Fermin,Indians,562,1.3,1003991
2007,Micah Owings,Diamondbacks,64,1.3,4253
2013,Aramis Ramirez,Brewers,351,1.3,1002
1937,Al Simmons,Senators,453,1.3,1011978
1971,Greg Luzinski,Phillies,115,1.3,1007855
1982,Jerry Royster,Braves,293,1.3,1011270
1967,Jack Hiatt,Giants,182,1.3,1005762
1918,Doc Lavan,Senators,493,1.3,1007388
1998,Jose Canseco,Blue Jays,658,1.3,1001918
1996,Larry Walker,Rockies,304,1.3,455
1882,Ezra Sutton,Red Caps,343,1.3,1012746
2008,Bobby Crosby,Athletics,605,1.3,1818
1984,Tom Brookens,Tigers,253,1.3,1001476
1984,Gary Roenicke,Orioles,393,1.3,1011120
1885,Hick Carpenter,Red Stockings,485,1.3,1001979
1983,Jim Dwyer,Orioles,229,1.3,1003608
1884,Bill Wise,Nationals,351,1.3,1014151
1936,Lonny Frey,Dodgers,607,1.3,1004343
2014,Craig Gentry,Athletics,258,1.3,9571
2012,Kevin Frandsen,Phillies,210,1.3,7528
1976,Willie Montanez,- - -,691,1.3,1009062
1981,Ruppert Jones,Padres,451,1.3,1006588
1985,Mitch Webster,- - -,235,1.3,1013719
1979,Larry Bowa,Phillies,619,1.3,1001243
2011,Michael Brantley,Indians,496,1.3,4106
1932,Mark Koenig,Cubs,106,1.3,1007077
1989,Ron Karkovice,White Sox,203,1.3,1006700
1916,Hank Severeid,Browns,328,1.3,1011761
2006,Moises Alou,Giants,378,1.3,261
1998,Darrin Fletcher,Blue Jays,446,1.3,1302
1985,Gary Ward,Rangers,638,1.3,1013611
1905,Chick Stahl,Americans,568,1.3,1012381
1900,Frank Chance,Orphans,187,1.3,1002131
1951,Joe Collins,Yankees,298,1.3,1002456
1970,Ted Sizemore,Dodgers,376,1.3,1012027
1915,Gus Getz,Robins,498,1.3,1004648
1990,Kevin Maas,Yankees,300,1.3,1007895
2004,Frank Menechino,- - -,311,1.3,931
1939,Benny McCoy,Tigers,227,1.3,1008425
2005,Damian Jackson,Padres,313,1.3,471
1954,Fred Hatfield,Tigers,256,1.3,1005489
1982,John Wockenfuss,Tigers,224,1.3,1014176
1961,Chuck Cottier,- - -,387,1.3,1002663
1960,George Altman,Cubs,372,1.3,1000189
1975,Bruce Bochte,Angels,428,1.3,1001106
1987,Fred Manrique,White Sox,330,1.3,1008076
1969,Bill Russell,Dodgers,238,1.3,1011311
1993,Hal Morris,Reds,421,1.3,1009209
1960,Willie McCovey,Giants,307,1.3,1008423
1965,Ron Swoboda,Mets,438,1.3,1012796
1906,Harry Niles,Browns,608,1.3,1009599
1937,Wes Ferrell,- - -,158,1.3,1004010
2007,Gary Matthews Jr.,Angels,579,1.3,153
1990,Scott Fletcher,White Sox,573,1.3,1004155
1984,Davey Lopes,- - -,290,1.3,1007750
1913,Ray Schalk,White Sox,445,1.3,1011517
1993,Darren Lewis,Giants,572,1.3,286
1984,Terry Francona,Expos,223,1.3,1004292
1993,Jerald Clark,Rockies,512,1.3,1002289
1969,Don Wert,Tigers,478,1.3,1013790
1999,Glenallen Hill,Cubs,278,1.3,1005820
1971,Cesar Cedeno,Astros,649,1.3,1002100
1984,David Green,Cardinals,478,1.3,1004990
1877,Lew Brown,Red Caps,227,1.3,1001537
1967,Buck Rodgers,Angels,475,1.3,1011098
1968,Joe Pepitone,Yankees,421,1.3,1010167
1945,Lee Handley,Pirates,340,1.3,1005300
1884,Oscar Walker,Atlantics,394,1.3,1013530
1962,Duke Snider,Dodgers,196,1.3,1012230
2005,Jason Marquis,Cardinals,91,1.3,105
1968,Don Kessinger,Cubs,707,1.3,1006877
1890,Bobby Lowe,Beaneaters,235,1.3,1007786
1985,Donnie Hill,Athletics,436,1.3,1005811
1988,Oddibe McDowell,Rangers,487,1.3,1008474
2001,Tony Graffanino,White Sox,169,1.3,235
1981,Joe Nolan,Reds,264,1.3,1009617
2001,Shawon Dunston,Giants,193,1.3,1401
1872,Ned Cuthbert,Athletics,266,1.3,1002912
1962,Whitey Herzog,Orioles,312,1.3,1005746
1976,Willie Davis,Padres,522,1.3,1003088
1877,Mike Dorgan,Brown Stockings,275,1.3,1003410
1989,Dan Pasqua,White Sox,277,1.3,1010044
1966,Jim Gosger,- - -,458,1.3,1004892
1984,Darrell Evans,Tigers,483,1.3,1003864
2000,Cal Ripken,Orioles,339,1.3,1010978
1973,Carlos May,White Sox,617,1.3,1008291
1980,Lou Whitaker,Tigers,568,1.3,1013846
1912,Josh Devore,Giants,390,1.3,1003254
2013,Josh Hamilton,Angels,636,1.3,1875
2005,Paul Lo Duca,Marlins,496,1.3,662
1890,Peek-A-Boo Veach,- - -,312,1.3,1013389
1966,Larry Brown,Indians,384,1.3,1001536
1949,Bud Stewart,Senators,447,1.3,1012517
1977,Kurt Bevacqua,Rangers,104,1.3,1000935
1928,Sparky Adams,Pirates,628,1.3,1000063
1993,Andy Van Slyke,Pirates,354,1.3,1013363
1889,Charlie Bennett,Beaneaters,270,1.3,1000836
1909,Al Shaw,Cardinals,387,1.3,1011817
1972,Dick McAuliffe,Tigers,470,1.3,1008331
2016,Jefry Marte,Angels,284,1.3,5107
1921,Cotton Tierney,Pirates,486,1.3,1013061
1923,Earl Smith,- - -,255,1.3,1012127
1909,Neal Ball,- - -,391,1.3,1000497
2012,Peter Bourjos,Angels,195,1.3,2578
1906,Harry Armbruster,Athletics,330,1.3,1000308
1980,Dane Iorg,Cardinals,275,1.3,1006267
1917,Gene Paulette,- - -,386,1.3,1010080
1963,Frank Bolling,Braves,606,1.3,1001147
1882,Bid McPhee,Red Stockings,322,1.3,1008675
1994,Mark Lemke,Braves,394,1.3,1007516
1995,Jody Reed,Padres,515,1.3,1010771
1975,Dave Rader,Giants,328,1.3,1010636
1951,Pat Mullin,Tigers,336,1.3,1009308
1961,Jackie Jensen,Red Sox,573,1.3,1006398
2000,Bill Mueller,Giants,631,1.3,295
1975,Doug DeCinces,Orioles,183,1.3,1003123
1974,Bob Robertson,Pirates,272,1.3,1011024
2016,Starlin Castro,Yankees,610,1.3,4579
1981,Al Oliver,Rangers,448,1.3,1009773
1942,Elmer Valo,Athletics,542,1.3,1013335
1975,Bob Forsch,Cardinals,88,1.3,1004233
2000,Jay Bell,Diamondbacks,649,1.3,48
1883,Guy Hecker,Eclipse,344,1.3,1005573
2009,Josh Hamilton,Rangers,365,1.3,1875
1997,Mickey Morandini,Phillies,640,1.3,1009151
1957,Cal Neeman,Cubs,445,1.3,1009481
1984,Joe Morgan,Athletics,438,1.3,1009179
1912,Vic Saier,Cubs,500,1.3,1011372
1971,Sonny Siebert,Red Sox,90,1.3,1011951
1969,Mickey Stanley,Tigers,651,1.3,1012415
2008,Jack Hannahan,Athletics,501,1.3,3692
1921,Frank Bruggy,Phillies,308,1.3,1001580
1939,Charlie Gelbert,Senators,222,1.3,1004607
1931,Billy Rogell,Tigers,211,1.3,1011128
1982,Bob Bailor,Mets,404,1.3,1000433
1972,Rick Monday,Cubs,520,1.3,1009051
1993,Dave Hansen,Dodgers,127,1.3,1403
2016,Denard Span,Giants,637,1.3,8347
1986,Mickey Tettleton,Athletics,262,1.3,1012939
2010,Josh Thole,Mets,227,1.3,9689
1923,Carson Bigbee,Pirates,555,1.3,1000956
1987,Bob Brower,Rangers,349,1.3,1001488
2010,Casper Wells,Tigers,99,1.3,9700
2008,Fernando Tatis,Mets,306,1.3,798
2006,David Dellucci,Phillies,301,1.3,1402
1995,Eddie Taubensee,Reds,244,1.3,1012845
1927,Lance Richbourg,Braves,491,1.3,1010921
1880,John Peters,Grays,364,1.3,1010232
1920,Swede Risberg,White Sox,506,1.3,1010984
1900,Fred Tenney,Beaneaters,492,1.3,1012916
1949,Jack Lohrke,Giants,202,1.3,1007708
1918,Walton Cruise,Cardinals,280,1.3,1002831
1973,Ken Suarez,Rangers,323,1.3,1012662
1912,George Cutshaw,Dodgers,405,1.3,1002913
1983,Chili Davis,Giants,554,1.3,1003041
1945,Emil Verban,Cardinals,635,1.3,1013406
2015,Jonathan Schoop,Orioles,321,1.3,11265
1939,Stu Martin,Cardinals,472,1.3,1008198
1929,Earl Sheely,Pirates,585,1.3,1011850
1992,Luis Alicea,Cardinals,302,1.3,584
1904,Kid Gleason,Phillies,661,1.3,1004770
2015,Mark Canha,Athletics,485,1.3,11445
1955,Wayne Terwilliger,Giants,301,1.3,1012934
1875,George Bechtel,- - -,227,1.3,1000737
1945,Buddy Kerr,Giants,605,1.3,1006870
1964,Don Zimmer,Senators,370,1.3,1014442
2018,Nick Martini,Athletics,179,1.3,12005
1991,Randy Ready,Phillies,258,1.3,1010738
1909,Hal Chase,Highlanders,513,1.3,1002163
1999,Kevin Orie,Marlins,267,1.3,1616
1871,Fred Treacey,White Stockings,126,1.3,1013166
2001,Todd Hollandsworth,Rockies,125,1.3,433
1959,Johnny Roseboro,Dodgers,461,1.3,1011199
1923,Elmer Smith,Yankees,208,1.3,1012135
1914,Bill Sweeney,Cubs,540,1.3,1012771
1887,Hub Collins,Colonels,600,1.3,1002454
2010,Chris Heisey,Reds,226,1.3,3978
1917,Walter Johnson,Senators,143,1.3,1006511
2015,Ryan Goins,Blue Jays,428,1.3,9807
1992,Jerald Clark,Padres,526,1.3,1002289
1985,Wayne Tolleson,Rangers,355,1.3,1013103
1987,Keith Moreland,Cubs,614,1.3,1009161
1980,Sam Mejias,Reds,117,1.3,1008742
1910,Dick Egan,Reds,561,1.3,1003698
1989,Steve Buechele,Rangers,530,1.3,1001630
1967,Jake Gibbs,Yankees,411,1.3,1004660
1938,Lew Riggs,Reds,589,1.3,1010957
1935,Wally Moses,Athletics,373,1.3,1009244
1891,Germany Smith,Reds,551,1.3,1012143
1997,Devon White,Marlins,308,1.3,1013862
1977,Duffy Dyer,Pirates,331,1.3,1003613
1961,Daryl Spencer,- - -,370,1.3,1012321
1975,Wilbur Howard,Astros,419,1.3,1006091
1981,Claudell Washington,Braves,349,1.3,1013654
2009,Marlon Byrd,Rangers,599,1.3,950
1938,Red Kress,Browns,644,1.3,1007160
1977,Jeff Burroughs,Braves,671,1.3,1001731
1880,Ed Cogswell,Trojans,220,1.3,1002398
1989,Junior Felix,Blue Jays,454,1.3,1003974
1949,Dino Restelli,Pirates,274,1.3,1010845
1880,John Morrill,Red Caps,353,1.3,1009214
2012,Donovan Solano,Marlins,316,1.3,8623
1883,Joe Battin,Alleghenys,399,1.3,1000672
1984,Rick Rhoden,Pirates,92,1.3,1010887
1893,Frank Killen,Pirates,193,1.3,1006904
1910,Peaches Graham,Doves,335,1.3,1004933
2015,Zack Cozart,Reds,214,1.3,2616
1959,Roy Sievers,Senators,444,1.3,1011959
1984,Jim Essian,Athletics,162,1.3,1003835
1932,Earl Grace,Pirates,411,1.3,1004912
1996,Keith Lockhart,Royals,471,1.3,1380
1881,Orator Shaffer,Blues,366,1.3,1011783
2005,Chris Burke,Astros,359,1.3,2164
2009,Coco Crisp,Royals,215,1.3,1572
1971,Dal Maxvill,Cardinals,408,1.3,1008285
1951,Del Wilber,Phillies,263,1.3,1013936
1888,Joe Quinn,Beaneaters,158,1.3,1010607
1892,Hughie Jennings,Colonels,633,1.3,1006396
1973,Steve Brye,Twins,318,1.3,1001610
2006,Ty Wigginton,Devil Rays,486,1.3,1491
2018,Josh Donaldson,- - -,219,1.3,5038
1947,Yogi Berra,Yankees,306,1.3,1000898
1967,Ron Davis,Astros,306,1.3,1003074
1995,Tony Longmire,Phillies,117,1.3,1007737
2008,Mark Reynolds,Diamondbacks,613,1.3,7619
1998,Jim Leyritz,- - -,328,1.3,1007590
2015,Welington Castillo,- - -,378,1.3,3256
1917,Jack Graney,Indians,648,1.3,1004943
1994,Lance Johnson,White Sox,443,1.3,1006482
1906,Billy Sullivan,White Sox,432,1.3,1012683
1978,Milt May,Tigers,387,1.3,1008304
1913,Tex McDonald,- - -,178,1.3,1008468
2015,Hunter Pence,Giants,223,1.3,8252
1997,Ron Coomer,Twins,550,1.3,816
1898,Tim Donahue,Orphans,465,1.3,1003375
1971,Milt May,Pirates,137,1.3,1008304
1979,Bombo Rivera,Twins,294,1.3,1011000
2016,Travis Shaw,Red Sox,530,1.3,11982
1954,Ray Jablonski,Cardinals,674,1.3,1006286
1950,Clyde McCullough,Pirates,319,1.3,1008435
1968,John Donaldson,Athletics,419,1.3,1003378
1876,Bob Ferguson,Dark Blues,312,1.3,1003985
1914,Ossie Vitt,Tigers,246,1.3,1013444
2011,Cliff Pennington,Athletics,570,1.3,3395
1989,Greg Brock,Brewers,422,1.3,1001455
1931,Tony Piet,Pirates,184,1.3,1010342
2001,Ben Grieve,Devil Rays,639,1.3,1209
1978,Ed Ott,Pirates,410,1.3,1009900
1997,Chad Curtis,- - -,408,1.3,1002898
2014,Rickie Weeks Jr.,Brewers,286,1.3,1849
1958,Dick Gernert,Red Sox,496,1.3,1004637
1887,Chris Fulmer,Orioles,238,1.3,1004401
1890,Yank Robinson,Burghers,417,1.3,1011079
1877,Juice Latham,Grays,283,1.3,1007373
1977,Lamar Johnson,White Sox,401,1.3,1006481
1964,Bill Bruton,Tigers,331,1.3,1001600
1936,Joe Vosmik,Indians,591,1.3,1013456
1921,Ernie Johnson,White Sox,664,1.3,1006453
1963,Mack Jones,Braves,263,1.3,1006574
1958,Jack Harshman,Orioles,101,1.3,1005435
1973,Marty Perez,Braves,567,1.3,1010182
1944,Don Johnson,Cubs,644,1.3,1006447
1882,Jim O'Rourke,Bisons,383,1.3,1009839
1903,Herm McFarland,Highlanders,423,1.3,1008492
1903,Chick Stahl,Americans,332,1.3,1012381
2008,Pedro Feliz,Phillies,463,1.3,1112
2016,David Dahl,Rockies,237,1.3,13744
2016,Justin Bour,Marlins,321,1.3,9744
1876,Denny Mack,Brown Stockings,191,1.3,1007915
1948,Pat Seerey,- - -,434,1.3,1011720
1931,Rabbit Maranville,Braves,636,1.3,1008099
2009,Luke Scott,Orioles,506,1.3,3469
1998,Eddie Taubensee,Reds,491,1.3,1012845
1879,Davy Force,Bisons,329,1.3,1004213
1916,Walter Holke,Giants,121,1.3,1005946
1978,Rodney Scott,Cubs,280,1.3,1011693
1923,Nemo Leibold,- - -,398,1.3,1007491
2016,Brian McCann,Yankees,492,1.3,4810
2014,Madison Bumgarner,Giants,78,1.3,5524
1999,Mike DiFelice,Devil Rays,191,1.3,1151
2000,Doug Mirabelli,Giants,273,1.3,202
2016,Andrew Toles,Dodgers,115,1.3,13414
2012,Yunel Escobar,Blue Jays,608,1.3,4191
2010,Chone Figgins,Mariners,702,1.3,1580
1997,Magglio Ordonez,White Sox,73,1.3,248
2014,Travis d'Arnaud,Mets,421,1.3,7739
1988,Harold Baines,White Sox,674,1.3,1000434
1987,Dick Schofield,Angels,531,1.3,1011602
2008,Russell Branyan,Brewers,152,1.3,370
1988,Jack Howell,Angels,558,1.3,1006099
1992,Mike Gallego,Yankees,201,1.3,1004458
1973,Ron Woods,Expos,385,1.3,1014243
2010,Jhonny Peralta,- - -,615,1.3,1738
2000,J.T. Snow,Giants,627,1.3,1133
1998,Matt Luke,- - -,259,1.3,1007826
1921,Riggs Stephenson,Indians,240,1.3,1012500
1897,Bones Ely,Pirates,557,1.3,1003761
2011,Brent Lillibridge,White Sox,216,1.3,3501
1924,Sammy Hale,Athletics,287,1.3,1005225
1974,Rick Monday,Cubs,617,1.3,1009051
2008,Mark Loretta,Astros,297,1.3,1383
1939,Dixie Walker,- - -,429,1.3,1013512
1923,Ray Grimes,Cubs,245,1.3,1005065
1946,Hoot Evers,Tigers,341,1.3,1003875
1995,Lenny Dykstra,Phillies,292,1.3,1003619
1999,John Vander Wal,Padres,288,1.3,853
1882,Charlie Householder,Orioles,311,1.3,1006053
1939,Willard Hershberger,Reds,195,1.3,1005742
2010,Mike Aviles,Royals,448,1.3,5986
1993,Ken Caminiti,Astros,596,1.3,1001863
1991,Sam Horn,Orioles,362,1.3,1006029
1945,Johnny Lazor,Red Sox,355,1.3,1007421
2016,Kolten Wong,Cardinals,361,1.3,12532
2001,Geoff Jenkins,Brewers,446,1.3,690
1978,Steve Yeager,Dodgers,266,1.3,1014332
1987,Joe Carter,Indians,629,1.3,1002018
1939,Earle Brucker,Athletics,199,1.3,1001576
2001,Calvin Murray,Giants,364,1.3,1262
1955,Joe Collins,Yankees,330,1.3,1002456
1902,Heinie Smith,Giants,535,1.3,1012157
1981,Dave Kingman,Mets,412,1.3,1006939
1952,Hector Rodriguez,White Sox,462,1.3,1011107
1995,Sandy Alomar Jr.,Indians,218,1.3,221
2003,Toby Hall,Devil Rays,498,1.3,1210
1924,Sam Bohne,Reds,378,1.3,1001130
1909,Germany Schaefer,- - -,448,1.3,1011506
1927,Johnny Bassler,Tigers,254,1.3,1000646
1882,Tony Mullane,Eclipse,316,1.3,1009291
1960,Tony Taylor,- - -,640,1.3,1012892
1981,Don Baylor,Angels,432,1.3,1000700
1941,Ernie Lombardi,Reds,434,1.3,1007718
1884,Dick Johnston,Virginians,148,1.3,1006445
1957,Harry Anderson,Phillies,451,1.3,1000230
1882,Charlie Comiskey,Brown Stockings,333,1.3,1002484
1915,Art Kores,Terriers,239,1.3,1007112
2003,Cristian Guzman,Twins,585,1.3,728
1920,Ping Bodie,Yankees,523,1.3,1001112
1993,Cecil Fielder,Tigers,672,1.3,1004026
1990,Lloyd Moseby,Tigers,487,1.3,1009238
1929,Pinky Hargrave,Tigers,210,1.3,1005362
1934,Harlond Clift,Browns,664,1.3,1002352
1899,Pearce Chiles,Phillies,356,1.3,1002191
1976,Jose Cardenal,Cubs,560,1.3,1001937
1994,Rico Brogna,Mets,138,1.3,1001464
1986,Ron Roenicke,Phillies,343,1.3,1011121
1991,Kevin Reimer,Rangers,440,1.3,1010807
1907,Tom Jones,Browns,618,1.3,1006599
2011,Nolan Reimold,Orioles,305,1.3,3441
2008,Nate Schierholtz,Giants,81,1.3,6201
1950,Roy Smalley,Cubs,616,1.3,1012077
1945,Mark Christman,Browns,311,1.3,1002218
2014,Dustin Ackley,Mariners,542,1.3,10099
1982,Jim Dwyer,Orioles,178,1.3,1003608
1979,Willie Horton,Mariners,696,1.3,1006038
1917,George Cutshaw,Robins,529,1.3,1002913
1978,Rick Miller,Angels,547,1.3,1008928
1916,Elmer Smith,- - -,433,1.3,1012135
2011,Travis Hafner,Indians,368,1.3,1573
2013,Charlie Blackmon,Rockies,258,1.3,7859
1979,Jerry Mumphrey,Cardinals,375,1.3,1009314
1997,Midre Cummings,- - -,350,1.3,1927
2018,Mitch Garver,Twins,335,1.3,15161
1963,Merritt Ranew,Cubs,166,1.3,1010695
1927,Freddy Leach,Phillies,580,1.3,1007424
1930,Rabbit Maranville,Braves,628,1.3,1008099
1917,Baby Doll Jacobson,Browns,572,1.2,1006316
1998,Bob Henley,Expos,132,1.2,1005650
2015,Nori Aoki,Giants,392,1.2,13075
1978,Clint Hurdle,Royals,481,1.2,1006216
1933,Willie Kamm,Indians,517,1.2,1006683
2007,Dontrelle Willis,Marlins,80,1.2,1703
1918,Carl Mays,Red Sox,119,1.2,1008313
2009,Fred Lewis,Giants,336,1.2,4693
1995,Rick Wilkins,- - -,251,1.2,1013960
1949,Pat Mullin,Tigers,357,1.2,1009308
1971,Rennie Stennett,Pirates,165,1.2,1012484
1914,Ray Demmitt,White Sox,597,1.2,1003196
1963,Dick Bertell,Cubs,350,1.2,1000913
1886,Candy Nelson,Metropolitans,479,1.2,1009498
1880,John Ward,Grays,362,1.2,1013615
1982,John Castino,Twins,453,1.2,1002062
1962,Nellie Fox,White Sox,684,1.2,1004281
1893,Farmer Vaughn,Reds,521,1.2,1013381
1939,Hank Majeski,Bees,394,1.2,1008006
1907,Red Kleinow,Highlanders,301,1.2,1006995
1945,Russ Derry,Yankees,286,1.2,1003225
1975,Roy Howell,Rangers,430,1.2,1006104
1972,Claude Osteen,Dodgers,100,1.2,1009878
2013,Jordy Mercer,Pirates,365,1.2,6547
1888,Hugh Duffy,White Stockings,308,1.2,1003533
1884,George Baker,Maroons,322,1.2,1000456
1926,Gus Felix,Robins,496,1.2,1003972
1887,Arthur Irwin,Quakers,425,1.2,1006276
1912,Bobby Wallace,Browns,372,1.2,1013542
2003,John Vander Wal,Brewers,374,1.2,853
1993,Orel Hershiser,Dodgers,83,1.2,1005741
1946,Billy Jurges,Cubs,270,1.2,1006653
1888,Jack Clements,Quakers,340,1.2,1002338
1927,Billy Rogell,Red Sox,236,1.2,1011128
1966,Jake Gibbs,Yankees,202,1.2,1004660
1955,Gene Freese,Pirates,510,1.2,1004328
1968,Johnny Briggs,Phillies,399,1.2,1001429
1996,Shawon Dunston,Giants,307,1.2,1401
1984,Howard Johnson,Tigers,402,1.2,1006462
2009,Jamey Carroll,Indians,358,1.2,1591
1980,Bob Forsch,Cardinals,89,1.2,1004233
2017,Cameron Maybin,- - -,450,1.2,5223
2005,Magglio Ordonez,Tigers,343,1.2,248
1983,Garth Iorg,Blue Jays,394,1.2,1006268
2016,Aaron Hill,- - -,429,1.2,6104
1994,Ellis Burks,Rockies,165,1.2,372
2011,Joe Mauer,Twins,333,1.2,1857
1873,George Hall,Canaries,170,1.2,1005245
1990,Dave Parker,Brewers,669,1.2,1010000
1945,Johnny Rucker,Giants,452,1.2,1011280
1926,Freddy Spurgeon,Indians,678,1.2,1012368
1951,Ray Coleman,- - -,564,1.2,1002431
1913,Ed Sweeney,Yankees,405,1.2,1012776
1988,Tom Brunansky,- - -,669,1.2,1001589
1927,Johnny Neun,Tigers,249,1.2,1009524
2012,Wilin Rosario,Rockies,426,1.2,8002
1999,Rich Becker,- - -,327,1.2,1000749
1957,George Crowe,Redlegs,532,1.2,1002825
1995,Rex Hudler,Angels,241,1.2,1006131
1939,Odell Hale,Indians,286,1.2,1005224
1999,Jorge Posada,Yankees,437,1.2,841
1914,Edd Roush,Hoosiers,189,1.2,1011247
1913,Eddie Foster,Senators,449,1.2,1004248
1999,Ryan Klesko,Braves,466,1.2,1041
1980,Derrel Thomas,Dodgers,332,1.2,1012971
