Season,Name,PA,WAR
2018,Addison Russell,465,1.4
1987,Jose Oquendo,312,1.4
1966,Max Alvis,655,1.4
1912,Jimmy Archer,426,1.4
2007,Willie Harris,391,1.4
1998,Deivi Cruz,477,1.4
2012,Logan Forsythe,350,1.4
1985,Ernest Riles,495,1.4
1955,Cal Abrams,407,1.4
2017,Aaron Altherr,412,1.4
1959,Gus Bell,620,1.4
1975,Derrel Thomas,611,1.4
1987,Glenn Braggs,565,1.4
2014,Khris Davis,549,1.4
1965,Joe Pepitone,580,1.4
1990,Andres Galarraga,628,1.4
1959,Billy Klaus,377,1.4
1947,Jim Hegan,426,1.4
1986,Dave Collins,476,1.4
1886,John Reilly,477,1.4
2018,Jedd Gyorko,402,1.4
1946,Bert Haas,580,1.4
2008,Alexi Casilla,437,1.4
1911,Otto Knabe,643,1.4
1972,Cookie Rojas,541,1.4
1999,Carlos Febles,524,1.4
1934,Kiddo Davis,460,1.4
1996,Kevin Stocker,452,1.4
2007,Scott Hatteberg,417,1.4
1911,Joe Birmingham,481,1.4
1992,Bobby Bonilla,506,1.4
1919,Jimmy Johnston,453,1.4
1875,Jack Remsen,363,1.4
1971,Ollie Brown,542,1.4
1998,Brian Hunter,636,1.4
1959,Don Blasingame,691,1.4
1880,Joe Quest,308,1.4
1965,Len Gabrielson,356,1.4
1890,Billy Alvord,517,1.4
1992,Scott Livingstone,382,1.4
1927,Edd Roush,614,1.4
1997,Kevin Stocker,560,1.4
1956,Bobby Avila,597,1.4
2015,Marcus Semien,601,1.4
1905,Otis Clymer,389,1.4
1933,Ernie Orsatti,481,1.4
1938,Billy Jurges,540,1.4
1982,Mookie Wilson,677,1.4
1977,Ed Ott,347,1.4
1894,Fred Pfeffer,440,1.4
1888,Germany Smith,424,1.4
1990,Harold Baines,489,1.4
1906,Harry Bay,321,1.4
2010,Hideki Matsui,558,1.4
2013,Nick Franklin,412,1.4
1932,Sam Rice,323,1.4
1966,Jimmie Hall,391,1.4
1973,Dave Cash,479,1.4
2010,Derrek Lee,626,1.4
2016,Byron Buxton,331,1.4
1973,Lee May,590,1.4
1979,Claudell Washington,508,1.4
1982,Gary Gaetti,565,1.4
2006,Jose Lopez,655,1.4
1989,Dion James,471,1.4
1987,Willie Upshaw,577,1.4
1989,Cecil Espy,527,1.4
1966,Charley Smith,423,1.4
1971,Jose Cruz,346,1.4
2016,Jose Bautista,517,1.4
1922,Goose Goslin,394,1.4
2008,Asdrubal Cabrera,418,1.4
1977,Rusty Staub,695,1.4
1879,Charlie Eden,359,1.4
1977,Milt May,438,1.4
1991,Mark McGwire,585,1.4
2000,Ray Lankford,472,1.4
2008,Adam Kennedy,365,1.4
1991,B.J. Surhoff,553,1.4
1956,Gus Bell,666,1.4
2015,Ian Desmond,641,1.4
2016,Whit Merrifield,332,1.4
1977,Rich Dauer,329,1.4
1966,Buck Rodgers,491,1.4
2009,Augie Ojeda,310,1.4
1913,Jimmy Walsh,355,1.4
1906,Jack McCarthy,353,1.4
2005,Aaron Hill,407,1.4
1939,Hersh Martin,442,1.4
1915,Ed Fitzpatrick,374,1.4
1969,George Scott,617,1.4
1947,Sid Gordon,490,1.4
1977,Steve Kemp,636,1.4
1993,Billy Hatcher,562,1.4
1971,Jesus Alou,455,1.4
1915,Jack Graney,476,1.4
1949,Walker Cooper,488,1.4
1974,Jim Mason,487,1.4
1925,Babe Pinelli,550,1.4
1924,Bobby Veach,599,1.4
1890,John Munyan,389,1.4
2012,Jarrod Dyson,330,1.4
1914,Les Mann,425,1.4
2004,Juan Rivera,426,1.4
1998,Royce Clayton,608,1.4
2005,Craig Monroe,623,1.4
1921,Joe Schultz,304,1.4
1931,Hack Wilson,458,1.4
1943,Butch Nieman,375,1.4
1942,Lou Finney,431,1.4
2008,Kosuke Fukudome,590,1.4
2001,Jose Offerman,594,1.4
1896,Bill Everitt,625,1.4
1946,Connie Ryan,568,1.4
1974,Steve Braun,516,1.4
1916,Ivey Wingo,393,1.4
1961,Tony Gonzalez,485,1.4
1998,Jeff King,540,1.4
1946,Claude Corbitt,307,1.4
1981,Jim Gantner,397,1.4
1957,Gene Freese,372,1.4
1936,Johnny Moore,505,1.4
1909,Fred Tenney,441,1.4
1923,Val Picinich,327,1.4
1980,Frank White,594,1.4
1935,Hal Trosky,680,1.4
1943,Johnny McCarthy,327,1.4
1927,Clyde Beck,450,1.4
1990,Tom Brunansky,597,1.4
1890,Jimmy McAleer,379,1.4
1956,Lou Skizas,323,1.4
1954,George Strickland,433,1.4
1903,John Dobbs,553,1.4
1992,Roberto Kelly,640,1.4
1888,Charlie Ganzel,401,1.4
2000,Felix Martinez,353,1.4
2010,Reid Brignac,326,1.4
1975,Bobby Murcer,632,1.4
1999,Scott Brosius,529,1.4
2002,Eric Karros,573,1.4
1920,Charlie Pick,427,1.4
1923,Jake Daubert,556,1.4
2013,John Buck,431,1.4
1973,Oscar Gamble,432,1.4
1886,Jimmy Ryan,339,1.4
1954,Del Ennis,620,1.4
2002,Kevin Millar,489,1.4
1956,Ted Lepcio,321,1.4
1895,Jack Doyle,345,1.4
1915,Jack Barry,519,1.4
1916,Bob Bescher,636,1.4
1902,Otto Krueger,512,1.4
1977,Terry Whitfield,352,1.4
1944,Gee Walker,511,1.4
1991,Eric Davis,340,1.4
1905,Jake Beckley,558,1.4
1907,Mike Mowrey,506,1.4
2017,Miguel Rojas,306,1.4
1929,Bill Barrett,439,1.4
1997,Scott Spiezio,590,1.4
1925,Ira Flagstead,654,1.4
2010,Austin Kearns,461,1.4
2016,Danny Valencia,517,1.4
1990,Dickie Thon,595,1.4
2008,Mark Grudzielanek,360,1.4
2000,Derek Bell,622,1.4
2013,Pedro Florimon,446,1.4
1904,Harry Wolverton,440,1.4
1913,Hap Myers,597,1.4
2007,Matt Stairs,405,1.4
1985,Tony Bernazard,579,1.4
1953,Dick Gernert,590,1.4
2012,Chris Johnson,528,1.4
2004,Edgardo Alfonzo,576,1.4
1901,Herman Long,559,1.4
2015,Nick Markakis,686,1.4
1986,Mike LaValliere,350,1.4
1980,Damaso Garcia,565,1.4
1938,George Selkirk,407,1.4
1981,Ray Knight,429,1.4
2003,Xavier Nady,404,1.4
1921,John Kelleher,341,1.4
1959,Bob Cerv,513,1.4
1940,Mike McCormick,453,1.4
1923,Harry Hooper,665,1.4
1949,Gene Woodling,356,1.4
1901,Dave Fultz,612,1.4
1989,Mike Fitzgerald,331,1.4
1974,Bob Watson,593,1.4
2016,Travis Jankowski,383,1.4
1949,Bobby Brown,384,1.4
1957,Frank Torre,411,1.4
1998,Wade Boggs,483,1.4
1923,Sam Bohne,608,1.4
2010,Kurt Suzuki,544,1.4
2011,Nick Markakis,716,1.4
1920,Walter Schmidt,348,1.4
1965,Paul Schaal,556,1.4
1979,Bobby Murcer,525,1.4
2011,Robert Andino,511,1.4
1951,Jerry Priddy,665,1.4
1967,Rico Carty,496,1.4
1913,Roger Peckinpaugh,373,1.4
1981,Toby Harrah,427,1.4
1886,Charlie Comiskey,588,1.4
2008,Gerald Laird,381,1.4
1992,Mike Felder,351,1.4
1906,Billy Gilbert,372,1.4
1917,Hal Chase,628,1.4
1934,Jack Saltzgaver,406,1.4
2013,Jose Lobaton,311,1.4
2018,Brock Holt,367,1.4
2005,Tony Graffanino,417,1.4
1997,Ryan Klesko,525,1.4
1953,Hank Sauer,447,1.4
2007,Yadier Molina,396,1.4
1926,Bucky Harris,631,1.4
1991,Casey Candaele,505,1.4
1919,Bill Killefer,345,1.4
1979,Tony Scott,634,1.4
1955,Gus Zernial,454,1.4
1976,Tom Grieve,600,1.4
2006,David Bell,566,1.4
1974,Garry Maddox,574,1.4
1983,Dan Ford,448,1.4
1995,Rusty Greer,478,1.4
1976,Pepe Mangual,385,1.4
1964,George Thomas,333,1.4
1989,Joe Orsulak,446,1.4
2016,Eugenio Suarez,627,1.4
1992,Greg Olson,340,1.4
2003,Aaron Guiel,401,1.4
1964,Ed Bailey,309,1.4
1949,Bill Nicholson,350,1.4
1983,Tony Gwynn,334,1.4
1998,Dante Bichette,695,1.4
2003,Benito Santiago,434,1.4
1995,Omar Vizquel,622,1.4
2016,C.J. Cron,445,1.4
1991,Mike Felder,383,1.4
1923,Del Pratt,342,1.4
1942,Jimmy Brown,668,1.4
1964,Eddie Kasko,495,1.4
2015,Caleb Joseph,355,1.4
1989,Dale Murphy,647,1.4
2009,Pedro Feliz,625,1.4
2015,Chris Colabello,360,1.4
2000,Dante Bichette,636,1.4
2013,Justin Ruggiano,472,1.4
1971,Tito Fuentes,672,1.4
2017,Max Kepler,568,1.4
1893,Billy Shindle,595,1.4
1948,Les Moss,381,1.4
1980,Lamar Johnson,596,1.4
2012,Jayson Werth,344,1.4
1974,Doug Griffin,349,1.4
2007,Carlos Ruiz,429,1.4
1906,Davy Jones,368,1.4
1970,Don Kessinger,711,1.4
2017,Randal Grichuk,442,1.4
1959,Bubba Phillips,415,1.4
2011,Johnny Damon,647,1.4
2010,Andruw Jones,328,1.4
1925,Les Bell,639,1.4
2002,Vernon Wells,648,1.4
1976,Fred Kendall,505,1.4
2008,Ryan Church,359,1.4
1991,Joe Orsulak,521,1.4
1891,Cub Stricker,583,1.4
1915,Ted Easterly,338,1.4
1917,Nemo Leibold,509,1.4
2010,Jeff Keppinger,575,1.4
1927,Harry McCurdy,300,1.4
1923,Ossie Bluege,456,1.4
1916,Ivy Olson,393,1.4
1920,Mickey O'Neil,343,1.4
1908,Tommy Sheehan,553,1.4
1985,Glenn Hoffman,321,1.4
1994,Turner Ward,427,1.4
1982,Eddie Milner,452,1.4
1947,Eddie Robinson,355,1.4
1909,Matty McIntyre,542,1.4
1971,Jose Cardenal,558,1.4
1950,Danny O'Connell,344,1.4
1962,Julian Javier,662,1.4
1981,Mookie Wilson,350,1.4
1948,Don Lang,379,1.4
2002,Mike Bordick,413,1.4
1888,Arthur Irwin,484,1.4
1995,Tom Goodwin,537,1.4
1908,John Ganzel,427,1.4
1991,Lenny Harris,485,1.4
1909,Tom Jones,552,1.4
1943,Snuffy Stirnweiss,325,1.4
2002,Roberto Alomar,655,1.4
1939,Bobby Estalella,324,1.4
1915,George Anderson,580,1.4
1971,Joe Lahoud,301,1.4
2017,Starling Marte,339,1.4
1993,Ed Sprague,596,1.4
1993,Chris Sabo,611,1.4
1964,Jerry Adair,605,1.4
1945,Al Gionfriddo,476,1.4
1988,Randy Bush,466,1.4
1997,Dave Nilsson,629,1.4
1915,Hap Myers,402,1.4
1915,Nemo Leibold,334,1.4
1952,Sam Jethroe,688,1.4
1945,Leon Culberson,355,1.4
1971,Ted Sizemore,532,1.4
1969,Ken Harrelson,672,1.4
1889,Cub Stricker,626,1.4
2018,Gary Sanchez,374,1.4
1995,John Mabry,418,1.4
1886,Ned Hanlon,551,1.4
1907,John Hummel,386,1.4
1941,Billy Werber,477,1.4
2004,Dustan Mohr,324,1.4
1973,Steve Garvey,366,1.4
1891,Tom Cahill,480,1.4
2017,Adeiny Hechavarria,348,1.4
1977,Roy Smalley,680,1.4
1940,Eddie Joost,323,1.4
1915,Stuffy McInnis,483,1.4
1937,Pinky Higgins,654,1.4
1942,Mike Chartak,391,1.4
1972,Gene Alley,389,1.4
1945,Don Ross,451,1.4
1912,Arnold Hauser,542,1.4
1954,Al Kaline,535,1.4
1924,Max Bishop,358,1.4
1891,Steve Brodie,596,1.4
1985,Enos Cabell,367,1.4
1939,Buddy Hassett,638,1.4
1932,Charlie Gelbert,503,1.4
1948,Phil Rizzuto,539,1.4
1876,Jack Burdock,322,1.4
2017,Asdrubal Cabrera,540,1.4
1927,George Sisler,661,1.4
1933,Chick Fullis,697,1.4
1884,Steve Brady,506,1.4
1933,Odell Hale,386,1.4
1944,Emil Verban,538,1.4
1941,Buddy Hassett,449,1.4
1988,Darnell Coles,462,1.4
1956,George Kell,480,1.4
1985,Damaso Garcia,627,1.4
1909,Bill Abstein,570,1.4
1934,Harlin Pool,387,1.4
1945,Al Libke,489,1.4
1984,Randy Johnson,322,1.4
1973,Tommy Davis,590,1.4
1979,Jerry Royster,676,1.4
1885,Paul Radford,404,1.4
1975,Jim Sundberg,540,1.4
1988,Manuel Lee,415,1.4
2005,Reed Johnson,439,1.4
1883,Jackie Hayes,366,1.4
1937,Morrie Arnovich,449,1.4
1910,Jimmy Austin,511,1.4
2000,Mark Grudzielanek,676,1.4
2014,Brandon Phillips,499,1.4
1905,Spike Shannon,612,1.4
1987,Dave Valle,346,1.4
1983,Chris Chambliss,514,1.4
1917,Jack Barry,493,1.4
2003,Eric Hinske,514,1.4
1974,Lee May,590,1.4
1965,Bill Freehan,485,1.4
1904,Charlie Hemphill,483,1.4
2002,Frank Thomas,628,1.4
1906,Lee Tannehill,428,1.4
1919,Zeb Terry,522,1.4
1967,Manny Mota,378,1.4
1980,Tim Foli,540,1.4
1915,Harry Lord,391,1.4
1891,Irv Ray,476,1.4
1992,Wally Joyner,633,1.4
1979,John Milner,386,1.4
1953,Rip Repulski,614,1.4
2003,Orlando Hudson,521,1.4
1924,Butch Henline,329,1.4
1899,Tommy Leach,454,1.4
1951,Johnny Wyrostek,598,1.4
1884,Jerry McCormick,457,1.4
1912,Ed McDonald,540,1.4
1930,Gus Suhr,637,1.4
1995,Marquis Grissom,606,1.4
2001,Matt Stairs,403,1.4
2006,Jacque Jones,578,1.4
1903,John Warner,309,1.4
2013,Carlos Ruiz,341,1.4
1943,Jim Tabor,586,1.4
1922,Larry Gardner,538,1.4
2008,Willy Aybar,362,1.4
1904,Duff Cooley,494,1.4
1896,Jimmy Ryan,549,1.4
1995,Tim Wallach,362,1.4
1994,Mickey Tettleton,444,1.4
1993,Shane Mack,553,1.4
1943,Johnny Lindell,500,1.4
1979,Hal McRae,444,1.4
1926,Jim Poole,394,1.4
1903,Harry Bemis,332,1.4
1907,Ed Holly,605,1.4
1999,Tony Eusebio,363,1.4
1942,Mickey Vernon,685,1.4
1923,Ray Blades,366,1.4
1927,Woody English,374,1.4
1918,Ivey Wingo,350,1.4
1933,Jo-Jo Moore,549,1.4
2016,Ichiro Suzuki,365,1.4
1972,Dave May,556,1.4
1984,Spike Owen,591,1.4
1883,Charley Radbourn,395,1.4
1906,Spike Shannon,684,1.4
2000,Troy O'Leary,563,1.4
1944,Nap Reyes,397,1.4
2008,Rod Barajas,377,1.4
1958,Gene Green,489,1.4
1890,Harry Decker,403,1.4
1906,Rabbit Nill,375,1.4
1990,Robby Thompson,549,1.4
1976,Cliff Johnson,384,1.4
2004,Jason Michaels,346,1.4
1945,Tom McBride,374,1.4
2009,John Baker,423,1.4
1981,Cliff Johnson,310,1.4
1915,Happy Felsch,496,1.4
1973,Al Oliver,690,1.4
1933,Bruce Campbell,640,1.4
2008,Garret Anderson,593,1.4
1953,Bobby Adams,677,1.4
1945,Mike Tresh,532,1.4
1932,Fred Schulte,639,1.4
1983,Brian Downing,473,1.4
1875,Bob Ferguson,369,1.4
1953,Frank Baumholtz,567,1.4
1980,Jim Essian,321,1.4
1997,Fred McGriff,641,1.4
1924,Dave Bancroft,362,1.4
1975,Leon Roberts,496,1.4
1937,Johnny McCarthy,455,1.4
1970,Johnny Callison,543,1.4
2008,Jermaine Dye,645,1.4
1929,George Kelly,632,1.4
1942,Al Lopez,331,1.4
1971,Bernie Carbo,369,1.4
1978,Jerry Remy,643,1.4
1997,Jose Offerman,471,1.4
1908,Del Howard,354,1.4
1911,Rube Oldring,547,1.4
1987,Dave Concepcion,311,1.4
1931,Charlie Berry,387,1.4
1981,Dave Stapleton,382,1.4
1943,Skeeter Newsome,480,1.4
1917,Tilly Walker,385,1.4
2003,Robin Ventura,453,1.4
1952,Joe Ginsberg,364,1.4
1993,Jose Offerman,696,1.4
2000,Geoff Blum,379,1.4
1884,Henry Larkin,349,1.4
2017,Orlando Arcia,548,1.4
2005,So Taguchi,424,1.4
1955,Walt Dropo,502,1.4
1989,Johnny Ray,582,1.4
1916,Sam Crawford,368,1.4
2002,Moises Alou,534,1.4
1905,Jimmy Williams,533,1.4
2007,Rafael Furcal,643,1.4
1987,Jerry Browne,526,1.4
1936,Bill Brubaker,620,1.4
2018,Ryan Zimmerman,323,1.4
2014,Josh Willingham,364,1.4
1988,Dave Bergman,333,1.4
2005,Dan Johnson,434,1.4
2007,Garret Anderson,450,1.4
1887,John Coleman,507,1.4
1986,Jim Gantner,543,1.4
1979,Chris Speier,391,1.4
1997,Doug Strange,372,1.4
1933,Ernie Lombardi,373,1.4
1999,Ruben Rivera,475,1.4
1957,Jim Rivera,451,1.4
2013,A.J. Pierzynski,529,1.4
1911,Ira Thomas,337,1.4
2006,Brandon Phillips,587,1.4
1916,Dots Miller,560,1.4
1884,Tip O'Neill,311,1.3
1915,Jay Kirke,369,1.3
1925,Bernie Neis,400,1.3
1957,Bill Bruton,332,1.3
1938,Hersh Martin,508,1.3
1962,Charlie Maxwell,319,1.3
1895,George Tebeau,388,1.3
1991,Kevin McReynolds,578,1.3
1992,Sandy Alomar Jr.,320,1.3
2006,Scott Spiezio,321,1.3
1981,Brian Downing,370,1.3
1995,Ron Karkovice,382,1.3
1951,Clyde Vollmer,445,1.3
1973,Ken Berry,452,1.3
1892,Darby O'Brien,522,1.3
2001,Sean Casey,588,1.3
1990,Jeff Treadway,511,1.3
1946,Ray Sanders,314,1.3
2016,Danny Espinosa,601,1.3
2017,Enrique Hernandez,342,1.3
2002,Shane Halter,458,1.3
1945,Dick Siebert,633,1.3
1951,Gene Hermanski,361,1.3
1903,Danny Murphy,541,1.3
1978,John Milner,333,1.3
2015,Cesar Hernandez,452,1.3
1946,Johnny Lindell,369,1.3
1890,Arthur Irwin,412,1.3
1959,Willie Jones,466,1.3
2011,Nelson Cruz,513,1.3
1993,Lance Blankenship,328,1.3
1985,Roy Smalley,452,1.3
1917,Bert Niehoff,401,1.3
1910,Heinie Zimmerman,363,1.3
2003,Jeromy Burnitz,505,1.3
1955,Alvin Dark,508,1.3
1936,Marv Owen,655,1.3
2018,Billy Hamilton,556,1.3
1991,Alvaro Espinoza,509,1.3
1899,Fielder Jones,429,1.3
1988,Luis Polonia,313,1.3
1895,Tommy Dowd,542,1.3
1914,Hans Lobert,581,1.3
1974,George Foster,314,1.3
1949,Birdie Tebbetts,472,1.3
1988,Gene Larkin,594,1.3
1927,Jack Fournier,433,1.3
2001,Todd Walker,610,1.3
1887,Bill Gleason,647,1.3
1932,Gus Mancuso,344,1.3
2014,Zack Cozart,543,1.3
1946,Bruce Edwards,338,1.3
1900,Bill Keister,539,1.3
2008,Adam LaRoche,554,1.3
1993,David Hulse,441,1.3
1885,Mike Muldoon,434,1.3
1996,David Segui,477,1.3
1948,Mike McCormick,383,1.3
1998,Gregg Jefferies,592,1.3
1936,Spud Davis,402,1.3
1956,Fred Hatfield,388,1.3
1975,Bob Boone,329,1.3
1999,Richard Hidalgo,449,1.3
1929,Mark Koenig,400,1.3
1970,Phil Roof,362,1.3
1898,Harry Steinfeldt,355,1.3
2000,Jacque Jones,552,1.3
1934,Randy Moore,466,1.3
1986,Don Baylor,687,1.3
1901,Hughie Jennings,347,1.3
1951,Whitey Lockman,673,1.3
1993,Al Martin,528,1.3
1950,Mike Goliat,540,1.3
1963,Norm Siebern,644,1.3
1964,Leo Cardenas,652,1.3
1879,Sadie Houck,360,1.3
1987,Lance Parrish,518,1.3
1961,Bill Mazeroski,595,1.3
1982,Wally Backman,312,1.3
1921,Rube Bressler,381,1.3
1977,Rico Carty,521,1.3
1939,Babe Phelps,356,1.3
1923,Bill Wambsganss,418,1.3
1905,Frank Bowerman,327,1.3
1992,Cory Snyder,420,1.3
1995,Steve Finley,630,1.3
1987,Fred McGriff,356,1.3
2018,Ryan Braun,447,1.3
1928,Rabbit Maranville,412,1.3
1905,Danny Green,454,1.3
1902,Hughie Jennings,322,1.3
2008,Ivan Rodriguez,429,1.3
2016,Brandon Guyer,345,1.3
1914,Tom Daley,340,1.3
2017,Trevor Story,555,1.3
1923,Wally Gerber,689,1.3
1912,Rube Oldring,426,1.3
1994,Rusty Greer,331,1.3
1994,Tino Martinez,366,1.3
1989,Luis Quinones,378,1.3
1983,Dwight Evans,544,1.3
2018,Jake Cave,309,1.3
1962,Chico Fernandez,560,1.3
1972,Paul Schaal,503,1.3
2001,Adam Kennedy,532,1.3
1967,Jerry Adair,443,1.3
1993,Kevin Stocker,302,1.3
1986,Ozzie Guillen,577,1.3
1962,Gordy Coleman,519,1.3
1915,Art Butler,533,1.3
1901,Bob Wood,368,1.3
1973,Dan Driessen,394,1.3
2003,Edgardo Alfonzo,586,1.3
1974,Juan Beniquez,423,1.3
2003,Dave Roberts,440,1.3
2012,Brendan Ryan,470,1.3
1980,Ivan DeJesus,692,1.3
2015,Josh Harrison,449,1.3
1975,Denny Doyle,353,1.3
1992,Pedro Munoz,439,1.3
1988,Ozzie Virgil,350,1.3
1905,Solly Hofman,316,1.3
1972,Pat Kelly,464,1.3
2013,Asdrubal Cabrera,562,1.3
2003,Charles Johnson,414,1.3
1992,Sid Bream,427,1.3
1987,Mike Davis,547,1.3
1912,Fred Luderus,628,1.3
2012,Drew Stubbs,544,1.3
1969,Walt Williams,507,1.3
1920,Wally Gerber,663,1.3
1973,John Ellis,494,1.3
1885,Ed Swartwood,440,1.3
2004,Rondell White,498,1.3
1937,Joe Marty,324,1.3
1961,Wayne Causey,361,1.3
1988,Andy Allanson,474,1.3
1949,Al Evans,374,1.3
1929,Harry Rice,613,1.3
1999,Bubba Trammell,328,1.3
1886,Emmett Seery,510,1.3
1905,Jim Jackson,470,1.3
1979,Manny Trillo,467,1.3
1884,Hick Carpenter,484,1.3
1990,Paul O'Neill,564,1.3
2015,Cameron Maybin,555,1.3
2018,Willy Adames,323,1.3
1919,Doc Johnston,381,1.3
1967,Vic Davalillo,375,1.3
1998,Charlie Hayes,366,1.3
1986,Willie McGee,539,1.3
1885,Pop Corkhill,454,1.3
1888,George Wood,479,1.3
1969,Bobby Knoop,473,1.3
1978,Jim Norris,365,1.3
1931,Carl Reynolds,495,1.3
1931,Taylor Douthit,572,1.3
1979,Jason Thompson,569,1.3
1980,Richie Zisk,492,1.3
1881,Lon Knight,363,1.3
2004,Matt Holliday,439,1.3
1886,Jack O'Brien,468,1.3
2001,Eric Young,672,1.3
1953,Cass Michaels,469,1.3
1960,Eddie Bressoud,431,1.3
1915,Art Phelan,523,1.3
2002,Tsuyoshi Shinjo,398,1.3
1924,Bill Lamar,396,1.3
1935,Hal Lee,445,1.3
1946,Peanuts Lowrey,614,1.3
1888,Paul Radford,347,1.3
1956,Jim King,354,1.3
1947,Jim Russell,548,1.3
1983,Larry Parrish,614,1.3
1965,Russ Snyder,381,1.3
1923,Ray Powell,395,1.3
1987,Bob Boone,442,1.3
1999,John Valentin,503,1.3
1910,Wid Conroy,395,1.3
1992,Dave Valle,410,1.3
1937,Phil Cavarretta,366,1.3
2008,Maicer Izturis,321,1.3
2007,Corey Patterson,503,1.3
1992,Dean Palmer,613,1.3
1898,Tommy Tucker,591,1.3
1978,Hal McRae,692,1.3
1976,Dave Chalk,512,1.3
1994,Alex Cole,398,1.3
1909,Dode Paskert,369,1.3
2006,Geoff Jenkins,555,1.3
2008,Orlando Hudson,455,1.3
1898,Harry Davis,392,1.3
1966,Andy Etchebarren,458,1.3
1991,Bill Doran,410,1.3
1991,Mark Whiten,445,1.3
2016,Melvin Upton Jr.,539,1.3
2004,Craig Counsell,551,1.3
1993,Harold Reynolds,570,1.3
1995,Keith Lockhart,300,1.3
2014,Marwin Gonzalez,310,1.3
1933,Jimmie Dykes,641,1.3
2014,Charlie Blackmon,648,1.3
2008,Prince Fielder,694,1.3
1900,Bones Ely,503,1.3
1908,Al Burch,500,1.3
2002,Tino Martinez,576,1.3
1942,Danny Litwhiler,627,1.3
2016,Josh Reddick,439,1.3
1958,Bobby Avila,445,1.3
1946,Bama Rowell,329,1.3
1899,Pop Schriver,340,1.3
1960,Gene Stephens,346,1.3
2016,Jayson Werth,606,1.3
2001,Mike Darr,331,1.3
2010,Jason Bay,401,1.3
1917,Del Pratt,499,1.3
1921,Nemo Leibold,525,1.3
2001,Dmitri Young,586,1.3
1927,Marty McManus,422,1.3
1979,John Stearns,602,1.3
2000,Ricky Gutierrez,542,1.3
1938,Sam West,567,1.3
1930,Johnny Watwood,496,1.3
1960,Dick Stuart,483,1.3
2004,Craig Biggio,700,1.3
2011,Nate Schierholtz,362,1.3
1966,Eddie Bressoud,464,1.3
1909,George Stone,350,1.3
1937,Hersh Martin,654,1.3
2018,Jorge Polanco,333,1.3
1929,Fresco Thompson,715,1.3
2005,Sean Casey,587,1.3
2007,Tony Pena,536,1.3
1910,Rollie Zeider,581,1.3
1958,Jim Lemon,555,1.3
1962,Luis Aparicio,622,1.3
1951,Willard Marshall,523,1.3
1999,Darren Lewis,538,1.3
2016,Adrian Gonzalez,633,1.3
1944,Ford Garrison,547,1.3
1989,Damon Berryhill,361,1.3
1979,Frank White,503,1.3
1976,Willie Stargell,487,1.3
2002,Jason LaRue,397,1.3
1947,Eddie Mayo,595,1.3
1999,Lee Stevens,576,1.3
1965,Jerry Lumpe,575,1.3
2015,Brad Miller,497,1.3
1962,Jim Hickman,452,1.3
2010,Seth Smith,398,1.3
1916,Buck Weaver,669,1.3
1894,Charlie Irwin,570,1.3
1985,Jerry Willard,334,1.3
1988,Rich Gedman,332,1.3
1898,Jack Clements,371,1.3
1982,Mike Hargrove,705,1.3
1968,Bobby Cox,490,1.3
1989,Felix Fermin,562,1.3
2013,Aramis Ramirez,351,1.3
1937,Al Simmons,453,1.3
1918,Doc Lavan,493,1.3
1998,Jose Canseco,658,1.3
1996,Larry Walker,304,1.3
1882,Ezra Sutton,343,1.3
2008,Bobby Crosby,605,1.3
1984,Gary Roenicke,393,1.3
1885,Hick Carpenter,485,1.3
1884,Bill Wise,351,1.3
1936,Lonny Frey,607,1.3
1976,Willie Montanez,691,1.3
1981,Ruppert Jones,451,1.3
1979,Larry Bowa,619,1.3
2011,Michael Brantley,496,1.3
1916,Hank Severeid,328,1.3
2006,Moises Alou,378,1.3
1998,Darrin Fletcher,446,1.3
1985,Gary Ward,638,1.3
1905,Chick Stahl,568,1.3
1970,Ted Sizemore,376,1.3
1915,Gus Getz,498,1.3
1990,Kevin Maas,300,1.3
2004,Frank Menechino,311,1.3
2005,Damian Jackson,313,1.3
1961,Chuck Cottier,387,1.3
1960,George Altman,372,1.3
1975,Bruce Bochte,428,1.3
1987,Fred Manrique,330,1.3
1993,Hal Morris,421,1.3
1960,Willie McCovey,307,1.3
1965,Ron Swoboda,438,1.3
1906,Harry Niles,608,1.3
2007,Gary Matthews Jr.,579,1.3
1990,Scott Fletcher,573,1.3
1913,Ray Schalk,445,1.3
1993,Darren Lewis,572,1.3
1993,Jerald Clark,512,1.3
1969,Don Wert,478,1.3
1971,Cesar Cedeno,649,1.3
1984,David Green,478,1.3
1967,Buck Rodgers,475,1.3
1968,Joe Pepitone,421,1.3
1945,Lee Handley,340,1.3
1884,Oscar Walker,394,1.3
1968,Don Kessinger,707,1.3
1985,Donnie Hill,436,1.3
1988,Oddibe McDowell,487,1.3
1962,Whitey Herzog,312,1.3
1976,Willie Davis,522,1.3
1966,Jim Gosger,458,1.3
1984,Darrell Evans,483,1.3
2000,Cal Ripken,339,1.3
1973,Carlos May,617,1.3
1980,Lou Whitaker,568,1.3
1912,Josh Devore,390,1.3
2013,Josh Hamilton,636,1.3
2005,Paul Lo Duca,496,1.3
1890,Peek-A-Boo Veach,312,1.3
1966,Larry Brown,384,1.3
1949,Bud Stewart,447,1.3
1928,Sparky Adams,628,1.3
1993,Andy Van Slyke,354,1.3
1909,Al Shaw,387,1.3
1972,Dick McAuliffe,470,1.3
1921,Cotton Tierney,486,1.3
1909,Neal Ball,391,1.3
